ANID,Alternat_ ID,Site Name,NAA Group,Ware,Ware description,Date,Form,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,As,La,Lu,Nd,Sm,U,Yb,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
KAZ171,,Merki,TAZ - Group 3,,Glazed - monochrome white,11-12th c. CE,,78.982,18.812,110.83,6.5524,1.3358,44588,5.4519,0,116.71,3.4147,15.974,339.09,1.0458,0.8489,14.047,114.65,142.83,16.655,38.748,0.408,29.8,6.5818,3.2021,2.839,79951.9,677.6,65272.8,5.1413,30149.4,1014.79,9254.8,3962.2,94.3
KAZ175,,Taraz,TAZ - Group 3,,Glazed - monochrome white on exterior,11-12th c. CE,,75.675,16.278,92.002,9.2286,1.2322,43174,4.2735,59.36,131.84,2.1394,15.246,522.69,0.9909,0.9433,14.918,112.44,128.41,18.682,37.621,0.3989,30.342,6.3905,4.8379,2.6685,83241,678.6,75095.2,4.3541,27890.7,1094.04,8281.9,3561.9,111.93
KAZ176,,Taraz,TAZ - Group 3,,Glazed - monochrome white on interior,11-12th c. CE,,78.504,17.828,106.07,7.5552,1.2843,43036,4.8069,54.13,120.05,3.4059,15.467,422.89,0.9341,0.7003,14.66,131.86,128.08,19.325,37.42,0.4167,31.087,6.5114,4.3976,2.7776,78668,683,72702.4,4.8578,29559.2,1091.39,10274,3923.2,98.99
KAZ177,,Taraz,TAZ - Group 3,,Glazed - white and yellow,11-12th c. CE,,79.319,20.556,115.69,9.0329,1.2842,47127,5.4109,49.26,143.14,4.1591,17.295,281.21,1.0069,1.0486,14.088,127.33,137.78,22.915,38.269,0.3996,32.509,6.3811,2.5282,2.9827,85328.2,723.7,49666.8,4.6002,32038.8,1185.07,9294.3,3910.7,106.3
KAZ178,,Taraz,TAZ - Group 3,,Glazed - black and white,11-12th c. CE,,77.237,20.389,117.04,7.7183,1.2685,48490,4.5625,63.57,128.97,5.8715,17.495,381.95,0.9744,1.0231,14.348,122.84,115.34,18.243,37.803,0.4275,29.568,6.368,3.3585,2.8599,87135.5,703,69428.3,4.996,30976,1013.23,10078.4,3896.3,118.95
KAZ180,,Taraz,TAZ - Group 3,,Glazed - monochrome white,11-12th c. CE,,73.757,21.36,113.47,9.7595,1.2278,47374,4.5249,49.81,136.94,4.9679,17.606,349.6,1.0652,0.972,13.812,143.08,144.43,23.314,35.907,0.4318,26.033,6.0374,3.2013,3.0139,82768.8,742.9,58610.5,4.7549,31799.8,1179.88,11309.6,4277.9,117.26
KAZ182,,Taraz,TAZ - Group 3,,Slipped ceramic - highly decorated brown and red decoration over a white slip,11-12th c. CE,,79.805,21.554,117.36,7.0153,1.3273,49604,4.839,58.88,121.48,4.2397,17.517,321.02,1.0828,1.0873,14.912,133.01,135.03,25.769,39.046,0.4245,32.012,6.6282,3.2773,3.1823,86427.6,688.5,72118.7,4.8796,28714.3,1213.05,8466.9,4276.5,123.8
KAZ184,,Taraz,TAZ - Group 3,,Glazed - Light green,11-12th c. CE,,78.148,22.007,124.04,10.155,1.2747,50589,4.5284,78.76,143.42,4.9257,18.487,356.73,1.0403,1.0835,14.427,139.14,122.98,19.475,38.409,0.4224,32.217,6.3787,3.6166,3.0687,82479,740.3,62393.5,4.4301,32312.4,1134.4,7320,4332.2,99.42
KAZ185,,Taraz,TAZ - Group 3,,Glazed - Light green,11-12th c. CE,,80.435,18.864,121.02,8.4726,1.3222,47878,4.8103,65.89,130.54,4.3887,17.458,371.93,1.0377,0.7907,14.152,97.94,139.54,20.701,39.248,0.4171,33.901,6.582,3.3911,2.9687,78302.1,700.5,61311.8,4.7013,28380.9,1115.67,8928.7,4144.5,120.89
KAZ186,,Taraz,TAZ - Group 3,,Glazed - yellow,11-12th c. CE,,77.953,18.271,107.72,8.1888,1.2591,45892,4.7193,69.47,134.75,4.8341,16.512,349.71,1.0427,0.9443,13.434,111.19,112.11,27.004,38.365,0.4267,30.53,6.4767,3.812,2.8973,79868.4,677.7,51976.5,4.7852,30498.8,889.25,9176.9,4055.1,103.62
KAZ192,,Akyrtas,TAZ - Group 3,,Glazed - white with brown designs,11-12th c. CE,,78.409,19.514,111.79,8.2131,1.2358,45908,4.9148,25.79,131.41,3.9393,16.729,349.09,0.9839,1.0229,13.961,112.15,138.89,20.297,39.099,0.4148,32.457,6.4808,2.8282,3.0248,76035.6,689.2,62231.8,4.7781,26895.4,1180.29,9673.2,3648.8,108.43
KAZ194,,Akyrtas,TAZ - Group 3,,"Glazed - white, brown and black ",11-12th c. CE,,78.501,19.657,116.11,7.9981,1.2947,46462,4.7757,59.94,133.09,3.8108,16.779,359.63,1.0461,1.0626,13.89,106.33,133.22,20.015,39.171,0.411,31.708,6.4698,2.7011,3.1244,74453.2,764.6,65937.6,4.6203,26685.3,1180.82,9474.7,3724.8,123.11
KAZ195,,Akyrtas,TAZ - Group 3,,Glazed - dark broan and reddisn brown ,11-12th c. CE,,75.43,19.485,107.23,8.6103,1.2532,46252,4.9155,74.8,135.41,3.9674,16.764,333.07,1.0013,0.7351,13.56,114.78,145.91,21.792,37.494,0.4233,29.761,6.2371,3.3865,2.8143,79950.2,694.4,59267.5,4.5017,27441.3,1162.61,9022.9,3698,139.15
KAZ196,,Akyrtas,TAZ - Group 3,,Glazed - green over white engobe,11-12th c. CE,,81.497,20.117,112.07,8.4032,1.3,46904,5.0617,47.25,131.13,4.6472,16.924,346.65,1.1077,1.0269,14.214,119.39,148.17,17.632,40.892,0.4121,33.953,6.7473,3.019,3.0025,76164.1,736.7,57885.1,4.8099,26758.1,1133.07,9490,3998.3,101.58
KAZ206,,Bektobe,TAZ - Group 3,,"Glazed - yellow, red, brown over white",11-12th c. CE,,75.028,21.57,118.93,9.369,1.2782,50239,4.3039,67.6,142.02,4.227,18.405,397.33,1.0256,1.0046,14.123,132.09,114.91,18.292,36.425,0.4229,31.927,6.2959,4.3961,2.8925,81898.2,718.6,72771.7,4.6655,31104.5,1073.41,7313,3956.6,126.93
KAZ207,,Bektobe,TAZ - Group 3,,Glazed - White monochrome,11-12th c. CE,,80.608,20.869,117.17,9.1181,1.3462,48502,5.0797,42.8,135.47,4.7606,17.511,401.72,1.0807,1.1109,14.531,138.03,147.27,9.95,40.012,0.4329,32.973,6.7277,4.2177,3.0054,79711.2,695.4,61181.1,4.8965,32503.7,988.74,9419.2,3546,97.77
KAZ208,,Lower Barskhan,TAZ - Group 3,,"Glazed - White and Brown interior, white monochrome exterior",11-12th c. CE,,78.914,19.117,111.33,8.2216,1.2713,45539,5.2521,52.82,131.6,3.4782,16.333,256.7,0.9895,0.9257,14.111,110.23,160.06,15.967,39.065,0.4307,32.794,6.5196,4.0339,2.7971,77615.9,626.3,57124.3,4.7648,33632.2,1157.04,10342.1,4562.5,108.59
KAZ210,,Lower Barskhan,TAZ - Group 3,,Glazed - White-ish green,11-12th c. CE,,76.302,18.343,110.82,8.1125,1.2185,44010,4.8377,55.39,133.55,3.6327,15.928,408.17,0.9467,0.9713,13.235,108.54,142.11,18.799,38.45,0.4153,30.493,6.1434,3.5285,2.7953,76268.9,632.5,67805.9,4.5753,30325.4,1105.18,11616,4117.4,88.68
KAZ211,,Lower Barskhan,TAZ - Group 3,,"Glazed - Green interior, white exterior",11-12th c. CE,,75.733,19.667,107.97,8.5957,1.2294,45515,5.0994,57.33,129.72,3.7107,16.491,383.18,0.9919,0.7474,14.208,110.51,148.98,17.26,37.902,0.4187,29.271,6.3278,3.3756,2.8783,76093.5,737.8,72131.8,4.7467,31489.1,1157.15,8872.7,3408.6,99.77
KAZ213,,Lower Barskhan,TAZ - Group 3,,Glazed - light green,11-12th c. CE,,82.211,19.238,107.17,7.4324,1.3181,44420,5.3322,47.55,127.47,3.5615,15.847,289.31,0.9193,0.8974,14.227,112.18,118.39,15.064,41.326,0.4239,31.973,6.6552,3.008,2.7499,74289.4,669,48854.5,4.4874,38138.8,1120.55,12633.1,3805.7,87.69
KAZ218,,Arna,TAZ - Group 3,,,,,78.71,21.58,123.8,8.803,1.28,48672,5.175,67.59,135.5,4.509,17.52,219.1,1.045,0.743,14.52,137.7,126.1,20.12,39.88,0.4429,33.82,6.497,3.106,3.096,81892,606.8,45410,5.006,33187,1289,10621,4164,101.2
KAZ219,,Arna,TAZ - Group 3,,,,,80.82,21.63,119.1,8.866,1.331,49014,5.401,--,135.1,5.453,17.51,228.6,0.978,0.745,14.87,127.4,119,22.18,40.69,0.4037,34.37,6.555,2.948,2.631,84281,696.4,44607,5.294,34932,1258,10808,4364,95.6
KAZ220,,Arna,TAZ - Group 3,,,,,74.45,20.14,116.5,8.433,1.295,45966,4.804,46.81,131.6,3.216,17.15,301.4,0.999,1.01,14.22,123.6,104.8,14.68,37.18,0.4135,30.05,6.273,3.369,2.896,79061,597.1,52921,5.183,33904,1217,9738,3857,121.4
KAZ223,,Arna,TAZ - Group 3,,,,,78.49,18.97,108.2,7.742,1.348,44574,5.215,58.98,129.6,4.637,15.98,350.4,1.05,0.833,13.65,115.9,141.7,17.15,39.47,0.3942,32.92,6.471,2.909,3.066,75942,634.6,51293,5.238,31924,1202,12108,3734,100.6
KAZ224,,Arna,TAZ - Group 3,,,,,79.38,19.68,114.3,8.579,1.339,46758,5.502,58.09,136.1,4.896,16.95,320,1.077,0.722,14.4,124.8,126.6,20.78,40.23,0.4224,31.98,6.551,2.776,2.738,83347,654.7,43169,5.308,35054,1221,12219,4707,93.1
KAZ225,,Arna,TAZ - Group 3,,,,,81.29,20.97,123.7,8.558,1.349,48362,4.987,69.07,137.1,4.382,17.37,221.1,0.956,0.711,14.85,120.9,116.4,19.28,41.93,0.4102,30.07,6.607,2.8,2.664,82109,654.2,40550,5.16,32453,1219,10995,4563,103.3
KAZ226,,Arna,TAZ - Group 3,,,,,74.53,18.11,104,7.273,1.245,41944,4.997,53.14,113.9,3.374,15.12,314.8,0.971,0.797,13.12,117.8,138.6,17.6,38.6,0.4053,33.03,6.284,2.491,3.004,78525,623.5,54444,4.789,29134,1104,13492,4038,114.5
KAZ227,,Arna,TAZ - Group 3,,,,,78.21,19.95,112.3,8.058,1.285,43440,5.407,--,130.9,3.653,16.12,277.2,1.093,0.747,14.11,120,155.6,20.25,39.3,0.3941,33.63,6.417,3.207,2.601,81815,710.5,49925,4.597,32145,1127,12963,4361,100.5
KAZ231,,Arna,TAZ - Group 3,,,,,77.6,18.35,102.4,7.492,1.28,42691,5.085,65.03,122.2,5.176,15.2,275.4,0.997,0.683,13.45,127,164.8,16.78,39.04,0.412,34.18,6.391,3.071,3.055,76023,621.7,45261,4.717,31707,1105,12843,4062,102.3
KAZ232,,Arna,TAZ - Group 3,,,,,76.21,20.94,114.8,8.322,1.317,47255,5.245,76.19,128.9,4.177,16.89,225,0.986,0.865,13.93,148.6,119.1,17.76,38.29,0.4174,34.52,6.513,2.646,2.649,81042,753.9,55638,5.359,31653,1235,11669,4434,108.2
KAZ233,,Arna,TAZ - Group 3,,,,,77.8,19.9,109.9,8.796,1.323,45360,4.811,17.72,124.7,3.76,16.83,245,1.073,0.651,14.07,142.8,117.2,20.77,39.81,0.4099,34.98,6.506,3.766,3.097,79589,648.3,52004,4.939,34960,1175,11302,4498,101.3
KAZ244,,Talapty,TAZ - Group 3,,,,,74.85,18.11,102.5,8.176,1.322,42655,4.904,36.35,127.5,2.923,15.48,270.9,1.042,0.972,12.85,125.4,114.1,15.14,37.56,0.4041,32.08,6.343,3.073,2.978,74805,602,49061,5.11,30858,1086,10929,3883,106.1
KAZ245,,Talapty,TAZ - Group 3,,,,,76.11,19.62,122.5,7.63,1.297,44878,4.792,--,127.8,3.831,17.02,423.2,1.057,0.805,14.21,127.3,144.9,26.08,38.25,0.3733,31.42,6.333,2.711,2.699,77876,604.4,62016,4.988,34833,1185,13739,3991,121.6
KAZ246,,Talapty,TAZ - Group 3,,,,,74.51,19.26,107.3,8.66,1.254,44951,5.222,59.2,131,2.6,16.28,337.2,1.088,0.809,13.55,138,135,15.27,37.3,0.3979,32.84,6.253,2.95,2.917,79535,623.7,41721,5.3,32529,1147,12375,4028,108.2
KAZ250,,Talapty,TAZ - Group 3,,,,,74.61,17.29,99.4,8.051,1.324,42012,5.15,21.14,123.1,3.333,15.83,318.6,1.063,0.712,13.26,125.9,110.9,21.36,37.96,0.381,33.2,6.296,3.353,3.094,77437,576.6,47385,4.931,32704,1056,12783,4725,91.8
KAZ252,,Talapty,TAZ - Group 3,,,,,75.62,18.03,106.2,7.613,1.278,42218,4.943,33.78,124.7,3.328,15.43,385.2,1.074,1.003,13.18,118,113.3,19.11,37.76,0.3831,30.97,6.241,3.416,3.006,74264,595.5,48475,5.027,33551,1109,14973,4325,85.7
KAZ256,,Zhargul,TAZ - Group 3,,,,,80.08,21.7,122.5,9.262,1.404,49183,4.85,60.2,134.2,3.797,18.41,444.5,1.011,0.871,14.4,127,137.3,18.38,40.38,0.4356,34.58,6.726,3.582,3.404,75617,650.9,58401,5.177,32758,1301,9164,4370,106.9
KAZ259,,Zhargul,TAZ - Group 3,,,,,72.47,18.14,105.5,8.848,1.269,45771,4.551,70.03,135.8,4.032,16.71,373.5,1.064,0.849,13.9,110.1,130.4,19.87,36.85,0.3881,34.45,6.274,4.183,2.756,78783,623.8,68335,5.316,33830,1152,9770,3673,111.5
KAZ260,,Zhargul,TAZ - Group 3,,,,,71.42,17.2,98.9,7.526,1.286,41060,4.47,47.72,116.9,2.347,14.92,337.4,1.004,0.832,13.23,105.5,124.1,19.29,36.88,0.3922,33.42,6.473,3.127,2.974,79958,653.5,70753,4.938,28716,1097,8907,4097,100
